Horodateur,Date,Heure / Time,Vélos depuis le 1er janvier / Grand total,Vélos ce jour / Today's total,"Si vous souhaitez, vous pouvez transmettre une image ou une vidéo ici","Une remarque, un commentaire ? L'espace ci-dessous vous est ouvert ! / Open comments below",Date,,
06/07/2020 15:27:26,06/07/2020,15:25:00,99671,785,,merci Rachel !!!,,,
06/07/2020 15:33:06,06/07/2020,15:30:00,99681,795,,gasp #cant Wait,,,
06/07/2020 15:58:27,06/07/2020,06:09:00,98984,98,,DF > marie opé totem-brushing,,,
06/07/2020 16:33:43,06/07/2020,16:27:00,99741,855,,DF > Cédric en mode totaym-camping,,,
06/07/2020 16:56:56,06/07/2020,16:39:00,99762,876,,DF > les deux ailes bien visibles :-D ,,,
06/07/2020 17:00:39,06/07/2020,16:58:00,99792,906,,DF > oulà ça s'accèlére,,,
06/07/2020 19:14:42,06/07/2020,18:12:00,100000,1114,,DF > merci cédric pour la photo finish !!!,,,
06/07/2020 19:16:50,06/07/2020,18:53:00,100111,1225,,DF > cédric,,,
06/07/2020 21:30:53,06/07/2020,19:11:00,100162,1276,,DF > prez,,,
06/07/2020 21:34:08,06/07/2020,18:45:00,100083,1197,,DF > nico,,,
07/07/2020 08:49:10,07/07/2020,08:46:00,100800,314,,,,,
07/07/2020 16:31:43,07/07/2020,15:52:00,101386,900,,Tim,,,
07/07/2020 17:34:32,07/07/2020,06:18:00,100551,65,,"Totem, tes ailes blessées me rendent un peu triste mais si je sais bien que tu ne t'enveloras jamais.
Toi non plus tu n'aimes pas le vent. Comme les ""personnes se déplaçant à vélo"", les PDV (pas les polydnavirus qui eux s'en contrefichent du vent) et aussi les pongistes dont je fais partie.
J’espère qu'on aura l'occasion d'en parler de vive voix,
bonne soirée Totem, que la nuit te soit douce",,,
07/07/2020 20:42:35,07/07/2020,19:41:00,101973,1487,,,,,
08/07/2020 08:18:38,08/07/2020,08:16:00,102534,238,,,,,
08/07/2020 11:28:21,08/07/2020,09:33:00,102763,467,,d. du retour du dentiste ; oui je sais c'est passionant,,,
08/07/2020 23:36:11,08/07/2020,21:46:00,103944,1648,,d. dès fois je me demande combien d'autres personnes saisissent ; merci à celles et ceux qui font les photos !,,,
08/07/2020 23:36:52,08/07/2020,18:53:00,103650,1354,,d. toujours fidèles au poste !!,,,
09/07/2020 07:57:48,09/07/2020,00:06:00,104052,1,,,,,
09/07/2020 08:21:10,09/07/2020,08:15:00,104240,189,,En fait c'est bien foutu votre formulaire mine de rien. ,,,
09/07/2020 08:38:11,09/07/2020,08:35:00,104322,271,,,,,
09/07/2020 16:30:40,09/07/2020,16:30:00,104945,894,,Tim,,,
09/07/2020 20:25:09,09/07/2020,11:12:00,104574,523,,,,,
10/07/2020 16:22:18,10/07/2020,16:21:00,106534,835,,Tim,,,
10/07/2020 20:40:36,10/07/2020,20:40:00,107052,1353,,Id,,,
10/07/2020 21:10:50,10/07/2020,21:10:00,107087,1388,,,,,
10/07/2020 22:45:42,10/07/2020,22:13:00,107152,1453,,,,,
11/07/2020 11:41:48,11/07/2020,11:36:00,107490,252,,,,,
11/07/2020 18:59:14,11/07/2020,17:09:00,107751,513,,https://jesuisundesdeux.slack.com/archives/CV1V589C2/p1594480176001900,,,
11/07/2020 19:03:08,11/07/2020,05:32:00,107297,59,,https://jesuisundesdeux.slack.com/archives/CV1V589C2/p1594486086004300,,,
11/07/2020 19:05:13,11/07/2020,11:57:00,107511,273,,https://jesuisundesdeux.slack.com/archives/CV1V589C2/p1594461446000800,,,
12/07/2020 11:05:57,12/07/2020,11:02:00,108324,214,,,,,
12/07/2020 20:21:44,12/07/2020,20:19:00,108677,567,,,,,
13/07/2020 16:38:14,12/07/2020,21:01:00,108714,604,,"Totem, si tu étais un instrument de musique, lequel serais-tu? 
Je te verrais bien joueur de batterie même si ce n'est probablement pas très réaliste compte tenu de ta morphologie qui laisserait a priori penser que tu pourrais être un maître de la musique assistée par ordinateur. Il me semble bien toutefois que tu fais un petit clic quand tu te remets à 0. Tout cela n'est pas encore très étudié mais peut être qu'un jour ce petit clic sera samplé et fera le tour du monde, ou au moins le tour des totems de la FDTU.

Je t'aimes comme tu es, ne t'inquiètes pas. Musicien ou pas.
",,,
13/07/2020 18:17:49,13/07/2020,08:24:00,108934,133,,On a tous besoin d’idoles ,,,
13/07/2020 18:45:43,13/07/2020,18:09:00,109533,732,,un (ou une ?) autre tim,,,
13/07/2020 22:30:03,13/07/2020,17:07:00,109444,643,,DF pour Sophia,,,
14/07/2020 12:44:57,14/07/2020,12:15:00,110183,280,,"ça va aller Totem, ils reviendront",,,
14/07/2020 21:13:39,14/07/2020,20:18:00,110617,714,,"Totem, 
qu'est-ce que tu penses de la poutine? Tu as un avis? Tu n'es pas obligé. Imagine si tout le monde avait un avis sur tout.
Moi au début, j'ai trouvé ça bizarre. Des frites molles ? Pourquoi?
Du coup, j'avais un avis avant. Maintenant j'en ai plus, je sais pas ce que j'en pense mais ça peut être bien réalisé, surtout quand y a pas trop de sauce. En tout cas, on peut changer d'avis et ça c'est encourageant.
La prochaine fois je te parlerai probablement de la capacité des pyrales du maïs (Ostrinia sp.) à s'adapter à la hauteur de coupe du maïs au fil du temps, pour passer l'hiver et ainsi survivre. 
Ou pas.",,,
15/07/2020 08:35:44,15/07/2020,08:33:00,111019,235,,,,,
15/07/2020 11:03:24,15/07/2020,10:34:00,111172,388,,YH pour Barbara,,,
15/07/2020 19:46:30,15/07/2020,19:45:00,112129,1345,,,,,
15/07/2020 23:38:00,15/07/2020,21:24:00,112265,1481,,"Situé dans les Pyrénées, Gavarnie est un petit village de montagne (environ 1 400 mètres d'altitude) à la frontière avec l'Espagne. En 1997, le massif du Mont-Perdu dont fait partie le cirque de Gavarnie a été classé au patrimoine mondial de l'UNESCO au double titre de paysage naturel et culturel1.

Gavarnie-Gèdre est la commune française la plus méridionale traversée par le méridien de Greenwich. ",,,
16/07/2020 08:34:23,16/07/2020,08:32:00,112591,222,,,,,
16/07/2020 11:30:34,16/07/2020,11:30:00,112902,533,,,,,
16/07/2020 12:24:56,16/07/2020,10:01:00,112797,428,,,,,
16/07/2020 13:18:02,15/07/2020,19:08:00,112004,1220,,merci Christine !,,,
16/07/2020 23:19:04,16/07/2020,18:16:00,113505,1136,,https://jesuisundesdeux.slack.com/archives/CV1V589C2/p1594916186001700,,,
17/07/2020 07:57:34,16/07/2020,20:44:00,113837,1468,,DF > PC,,,
17/07/2020 14:08:25,17/07/2020,08:55:00,114273,279,,merci Nanée !,,,
17/07/2020 21:54:00,17/07/2020,21:00:00,115395,1401,,"question :Les totems ont-ils un syndicat des totems?
(juste pour savoir)",,,
18/07/2020 11:35:15,17/07/2020,18:28:00,115140,1146,,https://jesuisundesdeux.slack.com/archives/CV1V589C2/p1595003281008600,,,
18/07/2020 16:00:00,18/07/2020,13:10:00,115905,384,,34 °c 😉,,,
19/07/2020 06:45:21,19/07/2020,06:45:00,116521,70,,,,,
19/07/2020 10:03:31,19/07/2020,07:31:00,116529,78,,,,,
19/07/2020 11:21:11,18/07/2020,18:18:00,116156,635,,merci Sophia !,,,
19/07/2020 11:23:50,18/07/2020,18:58:00,116214,693,,merci Aurélien !,,,
19/07/2020 17:45:44,19/07/2020,15:38:00,116833,382,,big bisou toto,,,
19/07/2020 19:42:06,19/07/2020,18:29:00,116950,499,,DF > AB,,,
20/07/2020 00:52:39,19/07/2020,23:34:00,117209,758,,,14,,
20/07/2020 12:53:07,20/07/2020,12:25:00,117692,469,,YH pour Sophia,,,
20/07/2020 17:09:25,20/07/2020,13:03:00,117722,499,,,,,
20/07/2020 22:25:51,20/07/2020,17:23:00,118002,779,,DF pour BC,,,
20/07/2020 22:26:52,20/07/2020,21:49:00,118523,1300,,DF pour BC,,,
21/07/2020 08:23:08,21/07/2020,08:20:00,118739,148,,,,,
22/07/2020 10:35:39,21/07/2020,19:21:00,119877,1286,,not all trottinettes !,,,
22/07/2020 19:52:11,22/07/2020,19:15:00,121329,1183,,DF pour YH qui s'ay dayvouay pour ayvitay un nouveau #noDataDay,,,
23/07/2020 11:41:11,23/07/2020,11:32:00,122090,450,,Merci Sophia !!!,,,
24/07/2020 14:00:13,23/07/2020,23:40:00,122916,1276,,Magnifique photo d'Aurore :),,,
24/07/2020 14:58:57,24/07/2020,14:40:00,123512,589,,Merci Nanée !,,,
25/07/2020 06:34:51,25/07/2020,06:28:00,124362,88,,,,,
25/07/2020 22:07:09,25/07/2020,21:18:00,125067,793,,pat'patrouille du soir,,,
26/07/2020 16:41:04,26/07/2020,16:38:00,125552,378,,DF pour AB,,,
27/07/2020 14:40:36,27/07/2020,14:24:00,126440,538,,Seulement 33°C !,,,
28/07/2020 10:46:02,28/07/2020,10:13:00,127500,335,,la première personne qui dit que j'ai choisi mon dentiste suite à traumatisme du #NoDataSaturday du 14 mars 2020 (déjà)...,,,
28/07/2020 18:31:32,28/07/2020,11:59:00,127594,429,,"Totem, arrives-tu à reconnaître les cyclistes au fur et à mesure du temps? ""ah oui le petit gros avec le kway mauve""
Saurais-tu nous dire combien de touristes visiteurs passent te voir étant donné ta renommée intergalactique?
Que cette soirée te soit douce et prospère, Totem.",,,
29/07/2020 13:11:02,29/07/2020,12:01:00,129025,475,,,,,
30/07/2020 08:41:43,30/07/2020,08:38:00,130153,225,,,,,
31/07/2020 08:47:08,31/07/2020,08:43:00,131426,201,,,,,
31/07/2020 22:08:01,31/07/2020,19:01:00,132158,933,,DF pour BC #CricitalMassRiprizent,,,
31/07/2020 22:48:43,30/07/2020,19:34:00,130959,1031,,"Quand l'aurorologue discute avec bilook sur Tviteure, elle poste des photos avec les deux chiffres bien visibles dans un tweet puis elle pingue toto dans un autre tweet. Et certains foufous de chiffres qui n'ont pas les notif de toto remplissent le formulaire. Et après on s'étonne que tout foute le camp. Peace and love les mecques, choisissez vos gros cailloux",,,
01/08/2020 01:07:11,01/08/2020,00:57:00,132497,24,,😘,,,
01/08/2020 16:31:18,01/08/2020,12:31:00,132730,257,,40 °c,,,
01/08/2020 17:54:56,01/08/2020,17:00:00,132864,391,,"totem je t'aime, mais mon cerveau a fondu aujourd'hui, je ne peux te raconter ma vie. #43°C",,,
02/08/2020 13:14:52,02/08/2020,05:51:00,133204,65,,Merci Barbara et la SunRiseRide !,,,
02/08/2020 13:17:05,01/08/2020,11:48:00,132707,234,,Youna pour Clémence,,,
02/08/2020 13:19:35,31/07/2020,19:08:00,132176,951,,avant la critical mass,,,
02/08/2020 13:21:00,31/07/2020,11:38:00,131639,414,,Youna pour Clémence,,,
02/08/2020 13:23:34,24/07/2020,19:24:00,124002,1079,,Youna pour Clémence,,,
03/08/2020 08:49:06,03/08/2020,08:42:00,133993,176,,,,,
03/08/2020 23:22:05,03/08/2020,22:37:00,134877,1060,,,,,
04/08/2020 07:41:23,04/08/2020,07:18:00,134993,57,,"ok totem je t'aime. Ce matin, nous sommes deux à t'avoir réveiller? Tu ne nous as pas compté lors de notre 1er passage. Moi non plus je suis pas du matin ou alors exceptionnellement ;)",,,
04/08/2020 18:03:26,04/08/2020,18:02:00,135700,764,,Tim,,,
04/08/2020 20:47:04,04/08/2020,20:20:00,135941,1005,,Ide,,,
05/08/2020 08:37:34,05/08/2020,08:35:00,136293,170,,1187,,,
06/08/2020 08:40:16,06/08/2020,08:37:00,137446,136,,1187,,,
07/08/2020 08:30:03,07/08/2020,08:28:00,138607,170,,,,,
07/08/2020 21:10:09,07/08/2020,21:09:00,139510,1073,,,,,
07/08/2020 22:44:26,07/08/2020,22:17:00,139563,1126,,oktotem,,,
08/08/2020 05:27:58,07/08/2020,20:25:00,139461,1024,,,,,
08/08/2020 16:29:23,08/08/2020,16:25:00,140082,451,,Clem pour Marie (qui avait oublié son iPhone) ,,,
09/08/2020 10:14:32,09/08/2020,10:00:00,140614,163,,Ok totem C for M ,,,
09/08/2020 12:00:00,09/08/2020,05:42:00,140522,71,,,,,
09/08/2020 15:06:55,09/08/2020,12:29:00,140723,272,,,,,
09/08/2020 21:49:19,09/08/2020,21:33:00,141064,613,,"totem, si on partait en tandem?",,,
10/08/2020 08:32:50,10/08/2020,08:32:00,141254,113,,,,,
10/08/2020 14:49:26,10/08/2020,14:30:00,141565,424,,ok totem big bisou,,,
11/08/2020 08:51:38,11/08/2020,08:51:00,142362,189,,,,,
12/08/2020 08:37:13,12/08/2020,08:35:00,143454,158,,,,,
12/08/2020 14:08:10,12/08/2020,14:03:00,143769,473,,DF pour R,,,
13/08/2020 08:54:05,13/08/2020,08:53:00,144619,178,,,,,
13/08/2020 11:23:14,13/08/2020,10:19:00,144703,262,,pat'patrouille consolidation en arrivant tard au boulot,,,
13/08/2020 11:25:57,12/08/2020,17:20:00,143973,677,,"plus de 1000 par jour au plus creux de l'été, not bad les p'tis poulets",,,
14/08/2020 08:25:10,14/08/2020,08:23:00,145694,155,,,,,
14/08/2020 19:53:35,14/08/2020,19:17:00,146335,796,,"NewBike day et 2 chiffres bien visibles au couchant, que rêver de plus ? Parfois la perfection est juste là sous tes yeux et il te suffit de la cueillir comme la fraîche fleur du jour. Carpe diem, plus que jamais d'autant que nul ne sait de quoi l'avenir sera fait, même si c'est nous qui le faisons en grande partie alors la question elle est vite répondue.",,,
15/08/2020 12:32:44,15/08/2020,12:16:00,146807,251,,ok toto,,,
16/08/2020 11:23:07,16/08/2020,02:07:00,147401,61,,Team balade rentre de la plage.,,,
17/08/2020 08:32:49,17/08/2020,08:29:00,148117,118,,,,,
17/08/2020 22:10:08,17/08/2020,21:08:00,148999,1000,,df pour nlm,,,
17/08/2020 22:34:05,17/08/2020,22:33:00,149049,1050,,Youpi,,,
17/08/2020 22:58:28,17/08/2020,17:24:00,148657,658,,,,,
18/08/2020 08:55:53,18/08/2020,08:19:00,149190,104,,Thiours,,,
18/08/2020 17:42:49,18/08/2020,11:04:00,149417,331,,pour clémence,,,
18/08/2020 18:47:05,18/08/2020,18:39:00,150000,914,,👏👏 Charlotte ,,,
19/08/2020 12:22:43,19/08/2020,12:17:00,150791,426,,Tim,,,
20/08/2020 07:07:49,20/08/2020,07:06:00,151705,72,,,,,
20/08/2020 08:03:13,20/08/2020,08:00:00,151737,104,,,,,
20/08/2020 17:23:48,20/08/2020,17:20:00,152337,704,,df pour rachel,,,
21/08/2020 07:56:26,21/08/2020,01:01:00,152844,30,,,,,
22/08/2020 00:05:23,21/08/2020,23:54:00,154006,1192,,,,,
22/08/2020 19:06:43,22/08/2020,18:32:00,154494,486,,"Thanks a lot, dear Clemence",,,
23/08/2020 08:20:35,23/08/2020,06:33:00,154821,64,,,,,
23/08/2020 11:59:39,23/08/2020,10:47:00,154916,159,,C for B,,,
24/08/2020 22:21:27,24/08/2020,22:18:00,156779,1292,,df pour bc,,,
25/08/2020 08:51:25,25/08/2020,08:50:00,157093,254,,Tim-,,,
25/08/2020 11:17:47,25/08/2020,09:48:00,157214,375,,Merci Barbara !,,,
25/08/2020 11:25:17,25/08/2020,11:20:00,157324,485,,Tim3,,,
25/08/2020 18:28:01,25/08/2020,18:14:00,157870,1031,,,,,
25/08/2020 19:00:15,25/08/2020,18:38:00,157939,1100,,"Totem, on a le droit de ne pas rouler masquer ohé ohé !
Ça fait tellement plaisir de taper un brin de causette avec toi en rentrant du boulot 😘",,,
25/08/2020 23:26:23,25/08/2020,22:48:00,158269,1430,,"Bon faudrait vraiment arrêter avec ces commentaires lapidaires qui ne servent à rien. Autant dire que tout de même, on est bien peu de chose devant la grandeur de ces chiffres. Qu'un chiffre mal visible vaut mieux que deux tu l'auras, oui mais non. Non. Sans les deux chiffres bien visibles on ne peut rien ; on ne peut pas calculer ce que le totem affichait à minuit et sans ça on ne peut ni calculer le total du jour précédent ni celui du jour à venir. Un jour au début de l'histoire de totem c'est arrivé. Un samedi, personne ne partagea de photo avec les deux chiffres bien visibles. Le saviez-vous ? À l'époque il n'y avait même pas de formulaire... Mais alors comment les chiffres étaient-ils collectés ? C'est une autre histoire...",,,
26/08/2020 13:33:34,26/08/2020,13:30:00,158957,646,,salut à toi ô totem,,,
26/08/2020 17:23:51,26/08/2020,17:21:00,159275,964,,,,,
26/08/2020 18:15:09,26/08/2020,18:14:00,159418,1107,,,,,
27/08/2020 10:28:02,27/08/2020,09:52:00,160199,364,,merci Barbara !,,,
27/08/2020 11:09:37,27/08/2020,10:20:00,160241,406,,tim,,,
27/08/2020 19:55:01,27/08/2020,19:13:00,161034,1199,,,,,
27/08/2020 22:12:25,27/08/2020,17:49:00,160826,991,,,,,
28/08/2020 07:43:58,27/08/2020,23:27:00,161307,1472,,Aurore correct - pardon!!! ,,,
28/08/2020 09:39:13,28/08/2020,09:38:00,161635,317,,,,,
29/08/2020 15:54:21,29/08/2020,15:20:00,162839,320,,"pas tim, c'était moi.",,,
30/08/2020 18:53:06,30/08/2020,17:33:00,163892,534,,Mon cher totem. Je suis bien rentré de vacances et ai bien saisi les deux chiffres bien visible. J'espère que tes vacances se sont bien passées et que tu as compté plein de nouveaux ,,,
31/08/2020 16:34:45,31/08/2020,16:30:00,165171,949,,,,,
31/08/2020 19:31:58,31/08/2020,18:17:00,165463,1241,,"Un jour, le prez' saisira ses data... ;-)",,,
31/08/2020 20:46:37,31/08/2020,20:13:00,165746,1524,,"go toty, go !!!",,,
31/08/2020 22:02:30,31/08/2020,21:47:00,165837,1615,,de beaux chiffres bien visibles ; nous avons affaire à une professionelle manifestement,,,
01/09/2020 07:24:31,01/09/2020,07:22:00,165986,66,,Bonne rentrée Toty!!!!,,,
01/09/2020 07:33:51,01/09/2020,07:30:00,165998,78,,,,,
01/09/2020 09:28:34,01/09/2020,09:03:00,166305,385,,,,,
01/09/2020 14:39:30,01/09/2020,12:43:00,166677,757,,merci Barbara !,,,
01/09/2020 17:30:10,01/09/2020,17:26:00,167214,1294,,,,,
01/09/2020 17:42:00,01/09/2020,17:41:00,167265,1345,,,,,
01/09/2020 19:50:25,01/09/2020,19:25:00,167626,1706,,,,,
01/09/2020 19:51:12,01/09/2020,19:16:00,167590,1670,,,,,
01/09/2020 20:47:34,01/09/2020,20:33:00,167755,1835,,"totem, tu es toujours aussi beau, je t'aime le lundi, le mardi, le mercredi, le jeudi, le vendredi, le samedi, et le dimanche aussi
https://www.youtube.com/watch?v=8qk5kj_jq48",,,
02/09/2020 02:57:16,02/09/2020,02:44:00,167952,44,,"02h44, 44, j'en connais au moins un que ça va rendre dingo",,,
02/09/2020 09:41:14,02/09/2020,09:27:00,168330,422,,,,,
02/09/2020 15:56:18,02/09/2020,15:11:00,168891,983,,valeur à 50% des plus intéressantes !,,,
02/09/2020 19:58:09,02/09/2020,18:54:00,169482,1574,,je crois,,,
02/09/2020 23:29:12,02/09/2020,20:39:00,169723,1815,,,,,
03/09/2020 07:16:35,03/09/2020,07:15:00,169952,83,,Team aurore 💪,,,
03/09/2020 07:45:34,03/09/2020,07:45:00,170019,150,,30 min exacts,,,
03/09/2020 09:46:18,03/09/2020,09:27:00,170373,504,,Whaou,,,
03/09/2020 19:36:25,03/09/2020,18:55:00,171528,1659,,DF pour prez completement  totem drogay,,,
03/09/2020 20:56:12,03/09/2020,20:55:00,171803,1934,,De la part d'un touriste lyonnais ;),,,
03/09/2020 23:16:29,03/09/2020,23:15:00,171938,2069,,,,,
03/09/2020 23:54:57,03/09/2020,23:33:00,171954,2085,,belle journée.,,,
04/09/2020 00:03:22,03/09/2020,22:00:00,171869,2000,,df pour prez,,,
04/09/2020 00:05:58,03/09/2020,22:00:00,171869,2000,,https://jesuisundesdeux.slack.com/archives/CV1V589C2/p1599169638072200,,,
04/09/2020 00:19:51,03/09/2020,21:33:00,171845,1976,,https://twitter.com/CyprienJolivet/status/1301606305896034307?s=20,,,
04/09/2020 09:40:31,04/09/2020,09:21:00,172491,514,,,,,
04/09/2020 19:06:38,04/09/2020,18:43:00,173555,1578,,,,,
04/09/2020 19:08:03,04/09/2020,19:00:00,173596,1619,,,,,
04/09/2020 19:52:06,04/09/2020,19:51:00,173700,1723,,,,,
04/09/2020 22:20:53,04/09/2020,22:11:00,173892,1915,,team tim,,,
05/09/2020 17:08:51,05/09/2020,13:38:00,174427,467,,ar,,,
05/09/2020 17:10:26,05/09/2020,10:31:00,174192,232,,ra,,,
05/09/2020 19:46:05,05/09/2020,19:30:00,174910,950,,Quelle semaine !,,,
05/09/2020 21:16:46,05/09/2020,21:13:00,175046,1086,,merci rachel ! Précision suisse.,,,
06/09/2020 14:44:37,06/09/2020,06:31:00,175255,89,,df merci barbara !,,,
06/09/2020 14:46:18,06/09/2020,08:38:00,175287,121,,df merci barbara,,,
06/09/2020 14:47:58,06/09/2020,11:44:00,175448,282,,df barbara gardienne de totaym,,,
07/09/2020 10:00:27,07/09/2020,08:31:00,176491,317,,vive le vélo,,,
07/09/2020 10:01:48,07/09/2020,09:27:00,176692,518,,données nico qui fait le détour exprès aussi :-D,,,
07/09/2020 21:24:14,07/09/2020,20:42:00,178291,2117,,too much chiffres je vais pas écrire un comm à chaque fois ces enfumés de gens qui postent les photos et c''est toujours bibi qui saisit.,,,
07/09/2020 21:25:31,07/09/2020,19:38:00,178170,1996,,et voilà encore un chiffre gna gna gna,,,
07/09/2020 21:26:52,07/09/2020,18:53:00,178037,1863,,"je saisis tu saisis (ah non) il saisit (ah, non plus)",,,
07/09/2020 21:27:50,07/09/2020,18:14:00,177864,1690,,"c'est une bonne situation, ça, scribe de totem ? mmmm... non.",,,
07/09/2020 21:28:42,07/09/2020,18:02:00,177818,1644,,"Les paroles s'envolent, et les écrits dans la chaîne TotemAlbert1ay aussi, sauf si quelqu'un saisit les chiffres dans le formulaire",,,
07/09/2020 21:40:41,07/09/2020,21:39:00,178348,2174,,Youpiii,,,
07/09/2020 21:44:15,07/09/2020,20:30:00,178264,2090,,,,,
07/09/2020 22:00:10,07/09/2020,16:11:00,177387,1213,,source : mon carnet [edite - erreur de dizaine - corrigé 1223 en 1213],,,
08/09/2020 13:28:36,08/09/2020,13:27:00,179350,927,,Combien de velos hier : La question elle est répondue 😁,,,
08/09/2020 13:47:30,08/09/2020,13:31:00,179355,932,,merci Aurore !,,,
08/09/2020 14:33:05,08/09/2020,09:46:00,178994,571,,supertim,,,
08/09/2020 22:59:49,08/09/2020,18:20:00,180120,1697,,scribe1,,,
08/09/2020 23:00:20,08/09/2020,18:46:00,180217,1794,,scrib2,,,
08/09/2020 23:01:04,08/09/2020,19:09:00,180321,1898,,scrib3,,,
08/09/2020 23:01:39,08/09/2020,19:42:00,180423,2000,,scrib4,,,
08/09/2020 23:02:10,08/09/2020,21:16:00,180604,2181,,scrib5,,,
09/09/2020 10:42:19,09/09/2020,10:36:00,181203,469,,Clem pour Denis ,,,
09/09/2020 16:26:00,09/09/2020,15:01:00,181576,842,,den retour,,,
09/09/2020 16:50:51,09/09/2020,09:19:00,181103,369,,deudeu,,,
09/09/2020 21:56:44,09/09/2020,21:56:00,182491,1757,,,,,
09/09/2020 22:29:25,09/09/2020,20:00:00,182354,1620,,,,,
10/09/2020 11:53:15,10/09/2020,11:52:00,183389,805,,,,,
10/09/2020 20:46:24,10/09/2020,19:24:00,184475,1891,,merci clémence !,,,
10/09/2020 20:48:37,10/09/2020,20:20:00,184584,2000,,,,,
10/09/2020 22:57:03,10/09/2020,22:50:00,184704,2120,,,,,
11/09/2020 08:46:32,11/09/2020,08:45:00,185158,399,,,,,
11/09/2020 11:26:07,11/09/2020,09:19:00,185256,497,,Youna pour Marie,,,
11/09/2020 20:14:22,11/09/2020,19:49:00,186599,1840,,,,,
11/09/2020 20:15:02,11/09/2020,19:52:00,186607,1848,,"denis pour youna (il faut saisir dixit 'la dame"")",,,
12/09/2020 04:43:54,12/09/2020,00:23:00,186884,23,,,,,
12/09/2020 10:00:21,12/09/2020,09:08:00,187046,185,,Clem pour Marie & Alfredo ,,,
12/09/2020 11:08:01,11/09/2020,23:10:00,186828,2069,,denis pour youna :fouet::wink:,,,
12/09/2020 13:51:55,12/09/2020,13:50:00,187422,561,,,,,
12/09/2020 15:44:02,12/09/2020,09:08:00,187046,185,,Youna pour Marie,,,
12/09/2020 23:26:20,12/09/2020,23:24:00,188098,1237,,merci nanée !!,,,
13/09/2020 11:11:20,13/09/2020,07:15:00,188214,107,,j'en compte un sur deux !,,,
13/09/2020 18:56:54,13/09/2020,18:55:00,188741,634,,den pour clém,,,
13/09/2020 22:14:20,13/09/2020,20:49:00,188881,774,,den pour clém,,,
14/09/2020 08:43:19,14/09/2020,08:39:00,189344,362,,,,,
14/09/2020 12:41:03,14/09/2020,10:35:00,189657,675,,denis pour arthur,,,
14/09/2020 18:54:27,14/09/2020,18:49:00,190849,1867,,den pour youn,,,
14/09/2020 20:39:07,14/09/2020,20:13:00,191113,2131,,den pour nic,,,
14/09/2020 21:11:36,14/09/2020,16:40:00,190274,1292,,source : mon carnet [edit DF 190 724 corrigé en 190 274],,,
15/09/2020 11:36:55,15/09/2020,09:48:00,191984,666,,,,,
15/09/2020 14:06:43,15/09/2020,13:40:00,192454,1136,,rien de telle que l'excuse d'apporter un dérive-chaîne à une personne en panne pour aller voir Totem à midi.,,,
15/09/2020 18:32:34,15/09/2020,18:31:00,193332,2014,,Youna pour Rachel,,,
15/09/2020 18:59:01,15/09/2020,18:53:00,193432,2114,,Youna pour Aurélien,,,
15/09/2020 20:16:58,15/09/2020,20:16:00,193703,2385,,Oh Yeah !,,,
15/09/2020 21:05:27,15/09/2020,20:47:00,193779,2461,,den pour youn,,,
15/09/2020 23:20:52,15/09/2020,23:04:00,193922,2604,,den pour mezigue,,,
15/09/2020 23:30:18,15/09/2020,23:08:00,193923,2605,,sophia,,,
16/09/2020 00:48:49,16/09/2020,00:30:00,193962,15,,"Je reconnais que je te snobe un peu ces derniers temps mais tu sais que j'aimerais être à tes côtés à chaque instant. Que veux tu, la vie parfois t'emmène ailleurs qu'auprès de ton arbre et ce n'est pas malheureux. Bref, je t'aime totem, de plus en plus même si je passe de moins en moins. Et je te jetterai des sorts, pour que tu m'aimes encore. 
",,,
16/09/2020 12:29:19,16/09/2020,09:34:00,194533,586,,L'écriture a été inventée aux alentours de 3000 avant JC et marque le passage - dans l'histoire de l'humanité - de la préhistoire à l'antiquité,,,
16/09/2020 13:17:50,16/09/2020,13:10:00,195041,1094,,La première forme d'écriture connue est semble-t-il l'écriture cunéïforme. Un alphabet composé d'empreinte triangulaires réalisées à l'aide d'un stylet dans des tablettes d'argile permettait de tenir les comptes des antiques cités de l'actuelle Syrie.,,,
16/09/2020 16:20:53,16/09/2020,15:27:00,195354,1407,,"Civilisation urbaine et écriture (ou oralité) sont intimement liés depuis des siècles. Ainsi les zones du monde où l'on trouve les vestiges les plus anciens de cités sont aussi les endroits où les premiers supports écrits tel Byblos au moyen orient, qui donna son nom à la Bible",,,
16/09/2020 18:14:49,16/09/2020,16:20:00,195460,1513,,"Écrire. Laisser une trace. Pour l'éternité ? L'être humain a certainement trouvé dans l'écriture un soulagement à ses peines existentielles, une façon d'espérer reporter à un ""après"" le moment de faire face à son destin, l'illusion de contrôle, camouflant de manière malhabile une vulnérabilité intrinsèque.",,,
16/09/2020 18:56:48,16/09/2020,18:18:00,195887,1940,,,,,
16/09/2020 19:41:40,16/09/2020,19:21:00,196169,2222,,sans commentaire - je ne parlerai qu'en présence de mon avocat,,,
16/09/2020 19:45:36,16/09/2020,19:04:00,196111,2164,,"Le règne vivant force le respect. Rien qu'au niveau de la communication l'évolution a sélectionné une quantité impressionnante de modes et de media permettant d'échanger des informations à tel point que les possibilités semblent infinies.
Ironie du sort, l'espèce humaine connaît probablement un moment de son histoire où jamais les informations n'ont été aussi simples à échanger et trouver et pourtant, reste cruellement en manque de sens.",,,
